coding	meaning	node_id	parent_id	selectable
1	(8000-8009) Not otherwise specified	1	0	N
2	(8010-8790) Epithelial	2	0	N
3	(8800-9370) Connective tissue	3	0	N
4	(9380-9589) Nervous system	4	0	N
5	(9590-9999) Hematologic (Leukemias, Lymphomas and related disorders)	5	0	N
8000	Neoplasm	8000	1	Y
8001	Tumor cells	8001	1	Y
8002	Small cell tumour	8002	1	Y
8003	Giant cell tumour	8003	1	Y
8004	Spindle cell tumour	8004	1	Y
8005	Clear cell tumor	8005	1	Y
8010	Carcinoma, NOS	8010	2	Y
8011	Epithelioma, NOS	8011	2	Y
8012	Large cell carcinoma, NOS	8012	2	Y
8013	Large cell neuroendocrine carcinoma	8013	2	Y
8014	Large cell carcinoma with rhabdoid phenotype	8014	2	Y
8015	Glassy cell carcinoma	8015	2	Y
8020	Carcinoma, undifferentiated type	8020	2	Y
8021	Carcinoma, anaplastic type	8021	2	Y
8022	Pleomorphic carcinoma	8022	2	Y
8030	Giant cell and spindle cell carcinoma	8030	2	Y
8031	Giant cell carcinoma	8031	2	Y
8032	Spindle cell carcinoma	8032	2	Y
8033	Pseudosarcomatous carcinoma	8033	2	Y
8034	Polygonal cell carcinoma	8034	2	Y
8035	Carcinoma with osteoclast-like giant cells	8035	2	Y
8040	Tumorlet	8040	2	Y
8041	Small cell carcinoma, NOS	8041	2	Y
8042	Oat cell carcinoma	8042	2	Y
8043	Small cell carcinoma, fusiform cell	8043	2	Y
8044	Small cell carcinoma, intermediate cell	8044	2	Y
8045	Combined small cell carcinoma	8045	2	Y
8046	Non-small cell carcinoma	8046	2	Y
8050	Papillary carcinoma	8050	2	Y
8051	Verrucous carcinoma	8051	2	Y
8052	Papillary squamous cell carcinoma	8052	2	Y
8053	Squamous cell papilloma, inverted	8053	2	Y
8070	Squamous cell carcinoma	8070	2	Y
8071	Squamous cell carcinoma, keratinizing	8071	2	Y
8072	Squamous cell carcinoma, large cell, non-keratinizing	8072	2	Y
