coding	meaning	node_id	parent_id	selectable
100	Declined	100	0	Y
101	Against participant wishes	101	100	Y
102	Lack of time	102	100	Y
103	Feeling unwell	103	100	Y
200	Equipment failure	200	0	Y
201	Malfunction	201	200	Y
300	Reason not known	300	0	Y
400	Unable	400	0	Y
405	Other health reason	405	400	Y
412	Unable to understand instructions	412	400	Y
427	Chest pain	427	400	Y
428	High BP	428	400	Y
429	High heart rate	429	400	Y
430	Unsuitable clothing	430	400	Y
600	Abandoned	600	0	Y
601	Feeling unwell/pain	601	600	Y
602	Unable to maintain recommended speed	602	600	Y
