coding	meaning	node_id	parent_id	selectable
001	001 Cholera	189	20	N
0010	0010 Cholera due to vibrio cholerae	190	189	Y
0011	0011 Cholera due to vibrio cholerae el tor	191	189	Y
0019	0019 Cholera - unspecified	192	189	Y
002	002 Typhoid and paratyphoid fevers	193	20	N
0020	0020 Typhoid fever	194	193	Y
0021	0021 Paratyphoid fever a	195	193	Y
0022	0022 Paratyphoid fever b	196	193	Y
0023	0023 Paratyphoid fever c	197	193	Y
0029	0029 Paratyphoid fever - unspecified	198	193	Y
003	003 Other salmonella infections	199	20	N
0030	0030 Salmonella gastroenteritis	200	199	Y
0031	0031 Salmonella septicaemia	201	199	Y
0032	0032 Localized salmonella infections	202	199	Y
0038	0038 Other specified salmonella infection	203	199	Y
0039	0039 Salmonella infection - unspecified	204	199	Y
004	004 Shigellosis	205	20	N
0040	0040 Shigella dysenteriae	206	205	Y
0041	0041 Shigella flexneri	207	205	Y
0042	0042 Shigella boydii	208	205	Y
0043	0043 Shigella sonnei	209	205	Y
0048	0048 Other shigellosis	210	205	Y
0049	0049 Shigellosis - unspecified	211	205	Y
005	005 Other food poisoning (bacterial)	212	20	N
0050	0050 Staphylococcal food poisoning	213	212	Y
0051	0051 Botulism	214	212	Y
0052	0052 Food poisoning due to clostridium perfringens (cl. welchii)	215	212	Y
0053	0053 Food poisoning due to other clostridia	216	212	Y
0054	0054 Food poisoning due to vibrio parahaemolyticus	217	212	Y
0058	0058 Other bacterial food poisoning	218	212	Y
0059	0059 Food poisoning - unspecified	219	212	Y
006	006 Amoebiasis	220	20	N
0060	0060 Acute amoebic dysentery without mention of abscess	221	220	Y
0061	0061 Chronic intestinal amoebiasis without mention of abscess	222	220	Y
0062	0062 Amoebic nondysenteric colitis	223	220	Y
0063	0063 Amoebic liver abscess	224	220	Y
0064	0064 Amoebic lung abscess	225	220	Y
0065	0065 Amoebic brain abscess	226	220	Y
0066	0066 Amoebic skin ulceration	227	220	Y
0068	0068 Amoebic infection of other sites	228	220	Y
0069	0069 Amoebiasis - unspecified	229	220	Y
007	007 Other protozoal intestinal diseases	230	20	N
0070	0070 Balantidiasis	231	230	Y
0071	0071 Giardiasis	232	230	Y
0072	0072 Coccidiosis	233	230	Y
0073	0073 Intestinal trichomoniasis	234	230	Y
0078	0078 Other protozoal intestinal diseases	235	230	Y
0079	0079 Protozoal intestinal disease - unspecified	236	230	Y
008	008 Intestinal infections due to other organisms	237	20	N
0080	0080 Intestinal infection due to escherichia coli	238	237	Y
0081	0081 Intestinal infection due to arizona	239	237	Y
0082	0082 Intestinal infection due to aerobacter aerogenes	240	237	Y
0083	0083 Intestinal infection due to proteus (mirabilis)(morganii)	241	237	Y
0084	0084 Intestinal infection due to other specified bacteria	242	237	N
00840	00840 Intestinal infection due to other specified bacteria (campylobacter)	243	242	Y
00849	00849 Intestinal infection due to other specified bacteria	244	242	Y
0085	0085 Bacterial enteritis - unspecified	245	237	Y
0086	0086 Enteritis due to specified virus	246	237	Y
0088	0088 Intestinal infection due to other organism not elsewhere classified	247	237	Y
009	009 Ill-defined intestinal infections	248	20	N
0090	0090 Infectious colitis, enteritis and gastroenteritis	249	248	Y
0091	0091 Colitis, enteritis and gastroenteritis of presumed infectious origin	250	248	Y
0092	0092 Infectious diarrhoea	251	248	Y
0093	0093 Diarrhoea, of presumed infectious origin	252	248	Y
010	010 Primary tuberculous infection	253	21	N
0100	0100 Primary tuberculous complex	254	253	N
01000	01000 Primary tuberculous complex (bact/hist not done)	255	254	Y
01001	01001 Primary tuberculous complex (bact/hist unknown)	256	254	Y
01002	01002 Primary tuberculous complex (microscopy)	257	254	Y
01003	01003 Primary tuberculous complex (culture)	258	254	Y
01004	01004 Primary tuberculous complex (histology)	259	254	Y
01005	01005 Primary tuberculous complex (inoculation)	260	254	Y
01009	01009 Primary tuberculous complex (method of diagnosis unspecified)	261	254	Y
0101	0101 Tuberculous pleurisy in prim. prog. t.b.	262	253	N
01010	01010 Tuberculous pleurisy in prim. prog. t.b. (bact/hist not done)	263	262	Y
01011	01011 Tuberculous pleurisy in prim. prog. t.b. (bact/hist unknown)	264	262	Y
01012	01012 Tuberculous pleurisy in prim. prog. t.b. (microscopy)	265	262	Y
01013	01013 Tuberculous pleurisy in prim. prog. t.b. (culture)	266	262	Y
01014	01014 Tuberculous pleurisy in prim. prog. t.b. (histology)	267	262	Y
01015	01015 Tuberculous pleurisy in prim. prog. t.b. (inoculation)	268	262	Y
01019	01019 Tuberculous pleurisy in prim. prog. t.b. (method unknown)	269	262	Y
0108	0108 Other primary progressive tuberculosis	270	253	N
01080	01080 Other primary progressive tuberculosis (bact/hist not done)	271	270	Y
01081	01081 Other primary progressive tuberculosis (bact/hist unknown)	272	270	Y
01082	01082 Other primary progressive tuberculosis (microscopy)	273	270	Y
01083	01083 Other primary progressive tuberculosis (culture)	274	270	Y
01084	01084 Other primary progressive tuberculosis (histology)	275	270	Y
01085	01085 Other primary progressive tuberculosis (inoculation)	276	270	Y
01089	01089 Other primary progressive tuberculosis (method of diagnosis unspecified)	277	270	Y
0109	0109 Unspecified primary tuberculous infection	278	253	N
01090	01090 Unspecified primary tuberculous infection (bact/hist not done)	279	278	Y
01091	01091 Unspecified primary tuberculous infection (bact/hist unknown)	280	278	Y
01092	01092 Unspecified primary tuberculous infection (microscopy)	281	278	Y
01093	01093 Unspecified primary tuberculous infection (culture)	282	278	Y
01094	01094 Unspecified primary tuberculous infection (histology)	283	278	Y
01095	01095 Unspecified primary tuberculous infection (inoculation)	284	278	Y
01099	01099 Unspecified primary tuberculous infection (method unknown)	285	278	Y
011	011 Pulmonary tuberculosis	286	21	N
0110	0110 Tuberculosis of lung, infiltrative	287	286	N
01100	01100 Tuberculosis of lung, infiltrative (bact/hist not done)	288	287	Y
01101	01101 Tuberculosis of lung, infiltrative (bact/hist unknown)	289	287	Y
01102	01102 Tuberculosis of lung, infiltrative (microscopy)	290	287	Y
01103	01103 Tuberculosis of lung, infiltrative (culture)	291	287	Y
01104	01104 Tuberculosis of lung, infiltrative (histology)	292	287	Y
01105	01105 Tuberculosis of lung, infiltrative (inoculation)	293	287	Y
01109	01109 Tuberculosis of lung, infiltrative (method of diagnosis unspecified)	294	287	Y
0111	0111 Tuberculosis of lung, nodular	295	286	N
01110	01110 Tuberculosis of lung, nodular (bact/hist not done)	296	295	Y
01111	01111 Tuberculosis of lung, nodular (bact/hist unknown)	297	295	Y
01112	01112 Tuberculosis of lung, nodular (microscopy)	298	295	Y
01113	01113 Tuberculosis of lung, nodular (culture)	299	295	Y
01114	01114 Tuberculosis of lung, nodular (histology)	300	295	Y
01115	01115 Tuberculosis of lung, nodular (inoculation)	301	295	Y
01119	01119 Tuberculosis of lung, nodular (method of diagnosis unspecified)	302	295	Y
0112	0112 Tuberculosis of lung with cavitation	303	286	N
01120	01120 Tuberculosis of lung with cavitation (bact/hist not done)	304	303	Y
01121	01121 Tuberculosis of lung with cavitation (bact/hist unknown)	305	303	Y
01122	01122 Tuberculosis of lung with cavitation (microscopy)	306	303	Y
01123	01123 Tuberculosis of lung with cavitation (culture)	307	303	Y
01124	01124 Tuberculosis of lung with cavitation (histology)	308	303	Y
01125	01125 Tuberculosis of lung with cavitation (inoculation)	309	303	Y
01129	01129 Tuberculosis of lung with cavitation (method of diagnosis unspecified)	310	303	Y
0113	0113 Tuberculosis of bronchus	311	286	N
01130	01130 Tuberculosis of bronchus (bact/hist not done)	312	311	Y
01131	01131 Tuberculosis of bronchus (bact/hist unknown)	313	311	Y
01132	01132 Tuberculosis of bronchus (microscopy)	314	311	Y
01133	01133 Tuberculosis of bronchus (culture)	315	311	Y
01134	01134 Tuberculosis of bronchus (histology)	316	311	Y
01135	01135 Tuberculosis of bronchus (inoculation)	317	311	Y
01139	01139 Tuberculosis of bronchus (method of diagnosis unspecified)	318	311	Y
0114	0114 Tuberculous fibrosis of lung	319	286	N
01140	01140 Tuberculous fibrosis of lung (bact/hist not done)	320	319	Y
01141	01141 Tuberculous fibrosis of lung (bact/hist unknown)	321	319	Y
01142	01142 Tuberculous fibrosis of lung (microscopy)	322	319	Y
01143	01143 Tuberculous fibrosis of lung (culture)	323	319	Y
01144	01144 Tuberculous fibrosis of lung (histology)	324	319	Y
01145	01145 Tuberculous fibrosis of lung (inoculation)	325	319	Y
01149	01149 Tuberculous fibrosis of lung (method of diagnosis unspecified)	326	319	Y
0115	0115 Tuberculous bronchiectasis	327	286	N
01150	01150 Tuberculous bronchiectasis (bact/hist not done)	328	327	Y
01151	01151 Tuberculous bronchiectasis (bact/hist unknown)	329	327	Y
01152	01152 Tuberculous bronchiectasis (microscopy)	330	327	Y
01153	01153 Tuberculous bronchiectasis (culture)	331	327	Y
01154	01154 Tuberculous bronchiectasis (histology)	332	327	Y
01155	01155 Tuberculous bronchiectasis (inoculation)	333	327	Y
01159	01159 Tuberculous bronchiectasis (method of diagnosis unspecified)	334	327	Y
0116	0116 Tuberculous pneumonia (any form)	335	286	N
01160	01160 Tuberculous pneumonia (any form) (bact/hist not done)	336	335	Y
01161	01161 Tuberculous pneumonia (any form) (bact/hist unknown)	337	335	Y
01162	01162 Tuberculous pneumonia (any form) (microscopy)	338	335	Y
01163	01163 Tuberculous pneumonia (any form) (culture)	339	335	Y
01164	01164 Tuberculous pneumonia (any form) (histology)	340	335	Y
01165	01165 Tuberculous pneumonia (any form) (inoculation)	341	335	Y
01169	01169 Tuberculous pneumonia (any form) (method of diagnosis unspecified)	342	335	Y
0117	0117 Tuberculous pneumothorax	343	286	N
01170	01170 Tuberculous pneumothorax (bact/hist not done)	344	343	Y
01171	01171 Tuberculous pneumothorax (bact/hist unknown)	345	343	Y
01172	01172 Tuberculous pneumothorax (microscopy)	346	343	Y
01173	01173 Tuberculous pneumothorax (culture)	347	343	Y
01174	01174 Tuberculous pneumothorax (histology)	348	343	Y
01175	01175 Tuberculous pneumothorax (inoculation)	349	343	Y
01179	01179 Tuberculous pneumothorax (method of diagnosis unspecified)	350	343	Y
0118	0118 Other pulmonary tuberculosis	351	286	N
01180	01180 Other pulmonary tuberculosis (bact/hist not done)	352	351	Y
01181	01181 Other pulmonary tuberculosis (bact/hist unknown)	353	351	Y
01182	01182 Other pulmonary tuberculosis (microscopy)	354	351	Y
01183	01183 Other pulmonary tuberculosis (culture)	355	351	Y
01184	01184 Other pulmonary tuberculosis (histology)	356	351	Y
01185	01185 Other pulmonary tuberculosis (inoculation)	357	351	Y
01189	01189 Other pulmonary tuberculosis (method of diagnosis unspecified)	358	351	Y
0119	0119 Unspecified pulmonary tuberculosis	359	286	N
01190	01190 Unspecified pulmonary tuberculosis (bact/hist not done)	360	359	Y
01191	01191 Unspecified pulmonary tuberculosis (bact/hist unknown)	361	359	Y
01192	01192 Unspecified pulmonary tuberculosis (microscopy)	362	359	Y
01193	01193 Unspecified pulmonary tuberculosis (culture)	363	359	Y
01194	01194 Unspecified pulmonary tuberculosis (histology)	364	359	Y
01195	01195 Unspecified pulmonary tuberculosis (inoculation)	365	359	Y
01199	01199 Unspecified pulmonary tuberculosis (method of diagnosis unspecified)	366	359	Y
012	012 Other respiratory tuberculosis	367	21	N
0120	0120 Tuberculous pleurisy	368	367	N
01200	01200 Tuberculous pleurisy (bact/hist not done)	369	368	Y
01201	01201 Tuberculous pleurisy (bact/hist unknown)	370	368	Y
01202	01202 Tuberculous pleurisy (tubercle bacilli found (in sputum) by microscopy)	371	368	Y
01203	01203 Tuberculous pleurisy (culture)	372	368	Y
01204	01204 Tuberculous pleurisy (histology)	373	368	Y
01205	01205 Tuberculous pleurisy (inoculation)	374	368	Y
01209	01209 Tuberculous pleurisy (method of diagnosis unspecified)	375	368	Y
0121	0121 Tuberculosis of intrathoracic lymph nodes	376	367	N
