coding	meaning	node_id	parent_id	selectable
2113014	Consultant, geological	2113014	2113	Y
2113015	Consultant, geophysical	2113015	2113	Y
2113016	Crystallographer	2113016	2113	Y
2113017	Engineer (professional, geophysics)	2113017	2113	Y
2113018	Engineer, geophysical	2113018	2113	Y
2113019	Examiner, gas (DTI)	2113019	2113	Y
2113020	Forecaster (meteorological)	2113020	2113	Y
2113021	Gemmologist	2113021	2113	Y
2113022	Geochemist	2113022	2113	Y
2113023	Geologist	2113023	2113	Y
2113024	Geomorphologist	2113024	2113	Y
2113025	Geophysicist	2113025	2113	Y
2113026	Geotechnologist	2113026	2113	Y
2113027	Hydrogeologist	2113027	2113	Y
2113028	Hydrologist	2113028	2113	Y
2113029	Mathematician	2113029	2113	Y
2113030	Meteorologist	2113030	2113	Y
2113031	Mineralogist	2113031	2113	Y
2113032	Navigator, seismic	2113032	2113	Y
2113033	Oceanographer	2113033	2113	Y
2113034	Officer, meteorological	2113034	2113	Y
2113035	Officer, research (meteorological)	2113035	2113	Y
2113036	Officer, research (physical science)	2113036	2113	Y
2113037	Officer, research (geological)	2113037	2113	Y
2113038	Officer, scientific (physical science)	2113038	2113	Y
2113039	Officer, scientific (meteorological)	2113039	2113	Y
2113040	Officer, scientific (geological)	2113040	2113	Y
2113041	Palaeontologist	2113041	2113	Y
2113042	Petrologist	2113042	2113	Y
2113043	Physicist	2113043	2113	Y
2113044	Physicist, medical	2113044	2113	Y
2113045	Reducer, data, geophysical	2113045	2113	Y
2113046	Researcher (physical science)	2113046	2113	Y
2113047	Researcher (geological)	2113047	2113	Y
2113048	Researcher (meteorological)	2113048	2113	Y
2113049	Rheologist	2113049	2113	Y
2113050	Scientist (meteorological)	2113050	2113	Y
2113051	Scientist (physical science)	2113051	2113	Y
2113052	Scientist (geological)	2113052	2113	Y
2113053	Scientist, research (geological)	2113053	2113	Y
2113054	Scientist, research (meteorological)	2113054	2113	Y
2113055	Scientist, research (physical science)	2113055	2113	Y
2113056	Seismologist	2113056	2113	Y
2113057	Spectroscopist	2113057	2113	Y
2113058	Stratigrapher	2113058	2113	Y
2113059	Superintendent (National Physical Laboratory)	2113059	2113	Y
2113060	Thermodynamicist	2113060	2113	Y
2113061	Worker, research (mining)	2113061	2113	Y
2113062	Worker, research (meteorological)	2113062	2113	Y
2113063	Worker, research (geological)	2113063	2113	Y
2113064	Worker, research (physical science)	2113064	2113	Y
2121001	Consultant (civil engineering)	2121001	2121	Y
2121002	Consultant, engineering, civil	2121002	2121	Y
2121003	Consultant, mining	2121003	2121	Y
2121004	Engineer (professional, municipal)	2121004	2121	Y
2121005	Engineer (professional, public works)	2121005	2121	Y
2121006	Engineer (professional, highways)	2121006	2121	Y
2121007	Engineer (professional, quarrying)	2121007	2121	Y
2121008	Engineer (professional, highway)	2121008	2121	Y
2121009	Engineer (professional, sanitary)	2121009	2121	Y
2121010	Engineer (professional, mining)	2121010	2121	Y
2121011	Engineer (professional, civil)	2121011	2121	Y
2121012	Engineer (professional, public health)	2121012	2121	Y
2121013	Engineer (professional, constructional)	2121013	2121	Y
2121014	Engineer (professional, irrigation)	2121014	2121	Y
2121015	Engineer (professional, structural)	2121015	2121	Y
2121016	Engineer (professional, water)	2121016	2121	Y
2121017	Engineer (professional, oil and natural gas)	2121017	2121	Y
2121018	Engineer and architect	2121018	2121	Y
2121019	Engineer, assistant (coal mine)	2121019	2121	Y
2121020	Engineer, assistant (local government)	2121020	2121	Y
2121021	Engineer, boring (professional)	2121021	2121	Y
2121022	Engineer, borough	2121022	2121	Y
2121023	Engineer, building	2121023	2121	Y
2121024	Engineer, building and civil	2121024	2121	Y
2121025	Engineer, city	2121025	2121	Y
2121026	Engineer, civil	2121026	2121	Y
2121027	Engineer, colliery	2121027	2121	Y
2121028	Engineer, constructional (professional)	2121028	2121	Y
2121029	Engineer, contractor's	2121029	2121	Y
2121030	Engineer, control, strata	2121030	2121	Y
2121031	Engineer, county	2121031	2121	Y
2121032	Engineer, demolition (professional)	2121032	2121	Y
2121033	Engineer, district (railways)	2121033	2121	Y
2121034	Engineer, dock	2121034	2121	Y
2121035	Engineer, docks	2121035	2121	Y
2121036	Engineer, drainage	2121036	2121	Y
2121037	Engineer, drilling (mining)	2121037	2121	Y
2121038	Engineer, gas, natural	2121038	2121	Y
2121039	Engineer, geotechnical	2121039	2121	Y
2121040	Engineer, health, public	2121040	2121	Y
2121041	Engineer, highway	2121041	2121	Y
2121042	Engineer, highways	2121042	2121	Y
2121043	Engineer, irrigation (professional)	2121043	2121	Y
2121044	Engineer, mining	2121044	2121	Y
2121045	Engineer, mud (oil wells)	2121045	2121	Y
2121046	Engineer, municipal	2121046	2121	Y
2121047	Engineer, oil	2121047	2121	Y
2121048	Engineer, oil and natural gas (professional)	2121048	2121	Y
2121049	Engineer, oil and natural gas	2121049	2121	Y
2121050	Engineer, petroleum	2121050	2121	Y
2121051	Engineer, quarrying	2121051	2121	Y
2121052	Engineer, resident	2121052	2121	Y
2121053	Engineer, road	2121053	2121	Y
2121054	Engineer, sanitary (professional)	2121054	2121	Y
2121055	Engineer, site	2121055	2121	Y
2121056	Engineer, station (MOD)	2121056	2121	Y
2121057	Engineer, structural	2121057	2121	Y
2121058	Engineer, subsidence	2121058	2121	Y
2121059	Engineer, water	2121059	2121	Y
2121060	Engineer, works, public	2121060	2121	Y
2121061	Inspector, engineering (DETR)	2121061	2121	Y
2121062	Officer, works	2121062	2121	Y
2121063	Surveyor, borough	2121063	2121	Y
2121064	Surveyor, city	2121064	2121	Y
2121065	Surveyor, county	2121065	2121	Y
2121066	Surveyor, district	2121066	2121	Y
2121067	Surveyor, divisional, county	2121067	2121	Y
2122001	Architect, naval	2122001	2122	Y
2122002	Assistant, research (engineering, mechanical)	2122002	2122	Y
2122003	Associate, research (engineering, mechanical)	2122003	2122	Y
2122004	Constructor, naval	2122004	2122	Y
2122005	Consultant, engineering	2122005	2122	Y
2122006	Designer, aircraft	2122006	2122	Y
2122007	Designer, nautical	2122007	2122	Y
2122008	Designer, naval	2122008	2122	Y
2122009	Engineer (professional, aeronautical)	2122009	2122	Y
2122010	Engineer (professional, automobile)	2122010	2122	Y
2122011	Engineer (professional, aviation)	2122011	2122	Y
2122012	Engineer (professional, stress)	2122012	2122	Y
2122013	Engineer (professional, hydraulic)	2122013	2122	Y
2122014	Engineer (professional, mechanical)	2122014	2122	Y
2122015	Engineer (professional, locomotive)	2122015	2122	Y
2122016	Engineer (professional, marine)	2122016	2122	Y
2122017	Engineer (professional)	2122017	2122	Y
2122018	Engineer (professional, textile)	2122018	2122	Y
2122019	Engineer, aeronautical (professional)	2122019	2122	Y
2122020	Engineer, aerospace	2122020	2122	Y
2122021	Engineer, automobile (professional)	2122021	2122	Y
2122022	Engineer, automotive (professional)	2122022	2122	Y
2122023	Engineer, aviation (professional)	2122023	2122	Y
2122024	Engineer, chief (maintenance)	2122024	2122	Y
2122025	Engineer, chief, area (coal mine)	2122025	2122	Y
2122026	Engineer, diesel (professional)	2122026	2122	Y
2122027	Engineer, heavy (professional)	2122027	2122	Y
2122028	Engineer, hydraulic (professional)	2122028	2122	Y
2122029	Engineer, locomotive (professional)	2122029	2122	Y
2122030	Engineer, marine (professional)	2122030	2122	Y
2122031	Engineer, marine, chief	2122031	2122	Y
2122032	Engineer, marine, senior	2122032	2122	Y
2122033	Engineer, marine, superintendent	2122033	2122	Y
2122034	Engineer, mechanical (professional)	2122034	2122	Y
2122035	Engineer, mechanical and electrical (professional)	2122035	2122	Y
2122036	Engineer, mechanical, area (coal mine)	2122036	2122	Y
2122037	Engineer, mechanical, chief	2122037	2122	Y
2122038	Engineer, mechanical, group (coal mine)	2122038	2122	Y
2122039	Engineer, mechanical, nos (professional)	2122039	2122	Y
2122040	Engineer, mechanical, unit (coal mine)	2122040	2122	Y
2122041	Engineer, mechanisation	2122041	2122	Y
2122042	Engineer, mill (professional)	2122042	2122	Y
2122043	Engineer, operations (electricity supplier)	2122043	2122	Y
2122044	Engineer, plant (professional)	2122044	2122	Y
2122045	Engineer, salvage, marine	2122045	2122	Y
2122046	Engineer, stress (aircraft mfr)	2122046	2122	Y
2122047	Engineer, stress, aeronautical	2122047	2122	Y
2122048	Engineer, stress, aircraft	2122048	2122	Y
2122049	Engineer, textile (professional)	2122049	2122	Y
2122050	Engineer, tool, machine (professional)	2122050	2122	Y
2122051	Engineer, welding (professional)	2122051	2122	Y
2122052	Engineer, works, nos	2122052	2122	Y
2122053	Expert, salvage, marine	2122053	2122	Y
2122054	Hydrodynamicist	2122054	2122	Y
2122055	Inspector of fighting vehicles	2122055	2122	Y
2122056	Inspector, chief (engineering, professional)	2122056	2122	Y
2122057	Inspector, engineering (DSS)	2122057	2122	Y
2122058	Inspector, engineering, chief	2122058	2122	Y
2122059	Officer, certifying (DETR)	2122059	2122	Y
2122060	Officer, engineering (government)	2122060	2122	Y
2122061	Officer, inspection (DTI)	2122061	2122	Y
2122062	Officer, research (engineering, mechanical)	2122062	2122	Y
2122063	Officer, scientific (engineering, mechanical)	2122063	2122	Y
2122064	Officer, technical, principal	2122064	2122	Y
2122065	Officer, transport, mechanical, chief	2122065	2122	Y
2122066	Researcher (engineering, mechanical)	2122066	2122	Y
2122067	Surveyor, aircraft	2122067	2122	Y
2122068	Surveyor, design (Air Registration Board)	2122068	2122	Y
2123001	Assistant, research (engineering, electrical)	2123001	2123	Y
2123002	Associate, research (engineering, electrical)	2123002	2123	Y
2123003	Engineer (professional, electrical)	2123003	2123	Y
2123004	Engineer, area (technical)	2123004	2123	Y
2123005	Engineer, area (telecommunications)	2123005	2123	Y
2123006	Engineer, assistant (electricity supplier)	2123006	2123	Y
2123007	Engineer, branch (electricity supplier)	2123007	2123	Y
2123008	Engineer, charge (electricity supplier)	2123008	2123	Y
2123009	Engineer, chief (electricity supplier)	2123009	2123	Y
2123010	Engineer, control (electricity supplier)	2123010	2123	Y
2123011	Engineer, distribution (electricity supplier)	2123011	2123	Y
2123012	Engineer, district (electricity supplier)	2123012	2123	Y
2123013	Engineer, electrical (professional)	2123013	2123	Y
2123014	Engineer, electrical and mechanical (professional)	2123014	2123	Y
2123015	Engineer, electrical, area (coal mine)	2123015	2123	Y
2123016	Engineer, electrical, charge, assistant (electricity supplier)	2123016	2123	Y
2123017	Engineer, electrical, chief	2123017	2123	Y
2123018	Engineer, electrical, group (coal mine)	2123018	2123	Y
2123019	Engineer, electrical, head	2123019	2123	Y
2123020	Engineer, electrical, nos (professional)	2123020	2123	Y
2123021	Engineer, electrical, senior	2123021	2123	Y
2123022	Engineer, electrical, works	2123022	2123	Y
2123023	Engineer, equipment	2123023	2123	Y
2123024	Engineer, first (power station)	2123024	2123	Y
2123025	Engineer, generating (electricity supplier)	2123025	2123	Y
2123026	Engineer, mechanical and electrical (electricity supplier)	2123026	2123	Y
2123027	Engineer, power	2123027	2123	Y
2123028	Engineer, regional (telecommunications)	2123028	2123	Y
2123029	Engineer, resident (electricity supplier)	2123029	2123	Y
2123030	Engineer, second (electricity supplier)	2123030	2123	Y
2123031	Engineer, second (power station)	2123031	2123	Y
2123032	Engineer, shift (electricity supplier)	2123032	2123	Y
2123033	Engineer, signal (railways)	2123033	2123	Y
2123034	Engineer, staff (telecommunications)	2123034	2123	Y
2123035	Engineer, station, power (electricity supplier)	2123035	2123	Y
2123036	Engineer, sub-area (electricity supplier)	2123036	2123	Y
2123037	Engineer, sub-station (electricity supplier)	2123037	2123	Y
2123038	Engineer, switchgear (professional)	2123038	2123	Y
2123039	Engineer, telecommunications (professional)	2123039	2123	Y
2123040	Engineer, telephone (professional)	2123040	2123	Y
2123041	Engineer, testing, cable	2123041	2123	Y
2123042	Engineer, traction, electric	2123042	2123	Y
2123043	Engineer, transmission, power	2123043	2123	Y
2123044	Engineer-in-charge (electricity supplier)	2123044	2123	Y
2123045	Inspector, chief (engineering, professional, electrical engineering)	2123045	2123	Y
2123046	Officer, research (engineering, electrical)	2123046	2123	Y
2123047	Officer, scientific (engineering, electrical)	2123047	2123	Y
2123048	Researcher (engineering, electrical)	2123048	2123	Y
2123049	Superintendent, electrical (MOD)	2123049	2123	Y
2123050	Superintendent, meter (electricity supplier)	2123050	2123	Y
2123051	Surveyor, electrical	2123051	2123	Y
2124001	Assistant, research (engineering, electronic)	2124001	2124	Y
2124002	Associate, research (engineering, electronic)	2124002	2124	Y
2124003	Consultant, communications (telecommunications)	2124003	2124	Y
2124004	Designer, telecommunications	2124004	2124	Y
2124005	Engineer (professional, telecommunication)	2124005	2124	Y
2124006	Engineer (professional, electronic)	2124006	2124	Y
2124007	Engineer (professional, radar)	2124007	2124	Y
2124008	Engineer (professional, microwave)	2124008	2124	Y
2124009	Engineer (professional, broadcasting)	2124009	2124	Y
2124010	Engineer (professional, avionics)	2124010	2124	Y
2124011	Engineer (professional, radio)	2124011	2124	Y
2124012	Engineer (professional, television)	2124012	2124	Y
2124013	Engineer, avionics	2124013	2124	Y
2124014	Engineer, broadcast (professional)	2124014	2124	Y
2124015	Engineer, broadcasting (professional)	2124015	2124	Y
2124016	Engineer, communication (professional)	2124016	2124	Y
2124017	Engineer, communication, radio	2124017	2124	Y
2124018	Engineer, communications (professional)	2124018	2124	Y
2124019	Engineer, electronic (professional)	2124019	2124	Y
2124020	Engineer, electronics (professional)	2124020	2124	Y
2124021	Engineer, microwave	2124021	2124	Y
2124022	Engineer, radar (professional)	2124022	2124	Y
2124023	Engineer, radar (research)	2124023	2124	Y
2124024	Engineer, radio (professional)	2124024	2124	Y
2124025	Engineer, systems, avionics	2124025	2124	Y
2124026	Engineer, telecommunications (radio, professional)	2124026	2124	Y
2124027	Engineer, television (professional)	2124027	2124	Y
2124028	Engineer, transmission, power (television)	2124028	2124	Y
2124029	Inspector, chief (engineering, professional, electronic engineering)	2124029	2124	Y
2124030	Officer, research (engineering, electronic)	2124030	2124	Y
2124031	Officer, scientific (engineering, electronic)	2124031	2124	Y
2124032	Researcher (engineering, electronic)	2124032	2124	Y
2125001	Consultant, engineering, chemical	2125001	2125	Y
2125002	Engineer (professional, pharmaceutical)	2125002	2125	Y
2125003	Engineer (professional, chemical)	2125003	2125	Y
2125004	Engineer (professional, plastics)	2125004	2125	Y
2125005	Engineer (professional, petrochemical)	2125005	2125	Y
2125006	Engineer, chemical	2125006	2125	Y
2125007	Engineer, explosive (coal mine)	2125007	2125	Y
2125008	Engineer, petrochemical	2125008	2125	Y
2125009	Engineer, pharmaceutical	2125009	2125	Y
2125010	Engineer, plastics (professional)	2125010	2125	Y
2126001	Consultant, design (engineering)	2126001	2126	Y
2126002	Designer (metal trades)	2126002	2126	Y
2126003	Designer, avionics	2126003	2126	Y
2126004	Designer, circuit (telecommunications)	2126004	2126	Y
2126005	Designer, electrical	2126005	2126	Y
2126006	Designer, electronics	2126006	2126	Y
2126007	Designer, machinery, electrical	2126007	2126	Y
2126008	Designer, systems (railway signalling)	2126008	2126	Y
2126009	Engineer (professional, development)	2126009	2126	Y
2126010	Engineer (professional, design)	2126010	2126	Y
2126011	Engineer (professional, lighting)	2126011	2126	Y
2126012	Engineer (professional, illuminating)	2126012	2126	Y
2126013	Engineer, design	2126013	2126	Y
2126014	Engineer, design and test	2126014	2126	Y
2126015	Engineer, design, hardware (computer)	2126015	2126	Y
2126016	Engineer, development	2126016	2126	Y
2126017	Engineer, illuminating (professional)	2126017	2126	Y
2126018	Engineer, lighting (professional)	2126018	2126	Y
2126019	Engineer, r and d	2126019	2126	Y
2126020	Engineer, research and development	2126020	2126	Y
2126021	Ergonomist	2126021	2126	Y
2127001	Adviser, production	2127001	2127	Y
2127002	Consultant, production	2127002	2127	Y
2127003	Coordinator, project (manufacturing)	2127003	2127	Y
2127004	Engineer (professional, process)	2127004	2127	Y
2127005	Engineer (professional, production)	2127005	2127	Y
2127006	Engineer, control, production	2127006	2127	Y
2127007	Engineer, process	2127007	2127	Y
2127008	Engineer, product (professional)	2127008	2127	Y
2127009	Engineer, production	2127009	2127	Y
2127010	Engineer, production and planning	2127010	2127	Y
2127011	Officer, productivity and costs (coal mine)	2127011	2127	Y
2127012	Superintendent, production (MOD)	2127012	2127	Y
2127013	Technician, process	2127013	2127	Y
2128001	Consultant, assurance, quality	2128001	2128	Y
2128002	Consultant, industrial	2128002	2128	Y
2128003	Consultant, management, quality	2128003	2128	Y
2128004	Consultant, quality	2128004	2128	Y
2128005	Controller, maintenance, planned (coal mine)	2128005	2128	Y
2128006	Controller, project (metal trades)	2128006	2128	Y
2128007	Controller, quality (professional)	2128007	2128	Y
2128008	Engineer (professional, quality control)	2128008	2128	Y
2128009	Engineer, assurance, quality	2128009	2128	Y
2128010	Engineer, control, quality	2128010	2128	Y
2128011	Engineer, industrial	2128011	2128	Y
2128012	Engineer, planning	2128012	2128	Y
2128013	Engineer, progress	2128013	2128	Y
2128014	Engineer, quality	2128014	2128	Y
2128015	Inspector (civil engineering)	2128015	2128	Y
2128016	Inspector, chief (engineering, professional, quality control)	2128016	2128	Y
2128017	Leader, section (production control)	2128017	2128	Y
2128018	Officer, assurance, quality (professional)	2128018	2128	Y
2128019	Officer, control, quality (professional)	2128019	2128	Y
2128020	Officer, planning (manufacturing)	2128020	2128	Y
2128021	Planner (engineering)	2128021	2128	Y
2128022	Planner, group (coal mine)	2128022	2128	Y
2128023	Planner, mine (coal mine)	2128023	2128	Y
2128024	Planner, process	2128024	2128	Y
2128025	Planner, production	2128025	2128	Y
2129001	Adviser, heating (professional)	2129001	2129	Y
2129002	Adviser, textile	2129002	2129	Y
2129003	Agent, patent	2129003	2129	Y
2129004	Assayer	2129004	2129	Y
2129005	Assayist	2129005	2129	Y
2129006	Assistant, assay	2129006	2129	Y
2129007	Assistant, assayer's	2129007	2129	Y
2129008	Brewer (qualified)	2129008	2129	Y
2129009	Brewer (brewery)	2129009	2129	Y
2129010	Brewer (distillery)	2129010	2129	Y
2129011	Brewer (vinegar mfr)	2129011	2129	Y
2129012	Brewer, head	2129012	2129	Y
2129013	Brewer, technical	2129013	2129	Y
2129014	Brewer, under	2129014	2129	Y
2129015	Brewer, vinegar	2129015	2129	Y
2129016	Brewer, working	2129016	2129	Y
2129017	Ceramicist	2129017	2129	Y
2129018	Ceramist	2129018	2129	Y
2129019	Consultant, acoustics	2129019	2129	Y
2129020	Consultant, ceramics	2129020	2129	Y
2129021	Consultant, colour (paint mfr)	2129021	2129	Y
2129022	Consultant, energy	2129022	2129	Y
2129023	Consultant, heating (professional)	2129023	2129	Y
2129024	Consultant, metallurgical	2129024	2129	Y
2129025	Consultant, patent	2129025	2129	Y
2129026	Consultant, scientific	2129026	2129	Y
2129027	Dyer, technical	2129027	2129	Y
2129028	Engineer (professional, patent)	2129028	2129	Y
2129029	Engineer (professional, noise control)	2129029	2129	Y
2129030	Engineer (professional, metallurgics)	2129030	2129	Y
2129031	Engineer (professional, lubrication)	2129031	2129	Y
2129032	Engineer (professional, nuclear)	2129032	2129	Y
2129033	Engineer (professional, packaging)	2129033	2129	Y
2129034	Engineer (professional, thermal)	2129034	2129	Y
2129035	Engineer (professional, acoustics)	2129035	2129	Y
2129036	Engineer (professional, agricultural)	2129036	2129	Y
2129037	Engineer (professional, ceramics)	2129037	2129	Y
2129038	Engineer (professional, combustion)	2129038	2129	Y
2129039	Engineer (professional, conditioning, air)	2129039	2129	Y
2129040	Engineer (professional, corrosion)	2129040	2129	Y
2129041	Engineer (professional, cryogenics)	2129041	2129	Y
2129042	Engineer (professional, horticultural)	2129042	2129	Y
2129043	Engineer (professional, environmental)	2129043	2129	Y
2129044	Engineer (professional, fuel)	2129044	2129	Y
2129045	Engineer (professional, gas)	2129045	2129	Y
2129046	Engineer (professional, heating and ventilating)	2129046	2129	Y
2129047	Engineer (professional, refrigeration)	2129047	2129	Y
2129048	Engineer (professional, glass)	2129048	2129	Y
2129049	Engineer (professional, traffic)	2129049	2129	Y
2129050	Engineer, acoustics (professional)	2129050	2129	Y
2129051	Engineer, agricultural (professional)	2129051	2129	Y
2129052	Engineer, ceramics	2129052	2129	Y
2129053	Engineer, chief (gas supplier)	2129053	2129	Y
2129054	Engineer, combustion	2129054	2129	Y
2129055	Engineer, control, noise (professional)	2129055	2129	Y
2129056	Engineer, corrosion (professional)	2129056	2129	Y
2129057	Engineer, cryogenic	2129057	2129	Y
2129058	Engineer, environmental	2129058	2129	Y
2129059	Engineer, experimental	2129059	2129	Y
2129060	Engineer, fuel	2129060	2129	Y
2129061	Engineer, gas (professional)	2129061	2129	Y
2129062	Engineer, glass	2129062	2129	Y
2129063	Engineer, heating (professional)	2129063	2129	Y
2129064	Engineer, heating and ventilating (professional)	2129064	2129	Y
2129065	Engineer, horticultural (professional)	2129065	2129	Y
2129066	Engineer, lubrication	2129066	2129	Y
2129067	Engineer, medical (professional)	2129067	2129	Y
2129068	Engineer, metallurgical	2129068	2129	Y
2129069	Engineer, nuclear	2129069	2129	Y
2129070	Engineer, packaging	2129070	2129	Y
2129071	Engineer, patent	2129071	2129	Y
2129072	Engineer, physics, health	2129072	2129	Y
2129073	Engineer, project	2129073	2129	Y
2129074	Engineer, projects	2129074	2129	Y
2129075	Engineer, refrigeration (professional)	2129075	2129	Y
2129076	Engineer, scientific	2129076	2129	Y
2129077	Engineer, supervising (government)	2129077	2129	Y
2129078	Engineer, technical	2129078	2129	Y
2129079	Engineer, test (professional)	2129079	2129	Y
2129080	Engineer, thermal (professional)	2129080	2129	Y
2129081	Engineer, thermal and acoustic (professional)	2129081	2129	Y
2129082	Engineer, traffic	2129082	2129	Y
2129083	Examiner (Board of Trade)	2129083	2129	Y
2129084	Examiner (Patent Office)	2129084	2129	Y
2129085	Inspector, district (government: MOD)	2129085	2129	Y
2129086	Inspector, divisional (government: MOD)	2129086	2129	Y
2129087	Metallographer	2129087	2129	Y
2129088	Metallurgist	2129088	2129	Y
2129089	Officer, carbonisation (coal mine)	2129089	2129	Y
2129090	Officer, communications (Home Office)	2129090	2129	Y
2129091	Officer, patent (government)	2129091	2129	Y
2129092	Officer, patents (government)	2129092	2129	Y
2129093	Officer, technical, carbonisation (coal mine)	2129093	2129	Y
2129094	Overseer (MOD)	2129094	2129	Y
2129095	Overseer, ship (MOD)	2129095	2129	Y
2129096	Researcher (patent)	2129096	2129	Y
2129097	Researcher (patents)	2129097	2129	Y
2129098	Scientist, materials	2129098	2129	Y
2129099	Technologist	2129099	2129	Y
2129100	Technologist, food	2129100	2129	Y
2129101	Technologist, scientific (coal mine)	2129101	2129	Y
2131001	Adviser, systems	2131001	2131	Y
2131002	Architect, data	2131002	2131	Y
2131003	Architect, software	2131003	2131	Y
2131004	Architect, technical, migration (software)	2131004	2131	Y
2131005	Consultant (computing)	2131005	2131	Y
2131006	Consultant, IT	2131006	2131	Y
2131007	Consultant, applications	2131007	2131	Y
2131008	Consultant, communications	2131008	2131	Y
2131009	Consultant, computer	2131009	2131	Y
2131010	Consultant, network	2131010	2131	Y
2131011	Consultant, services, network	2131011	2131	Y
2131012	Consultant, software	2131012	2131	Y
2131013	Consultant, support, software	2131013	2131	Y
2131014	Consultant, support, technical	2131014	2131	Y
2131015	Consultant, systems	2131015	2131	Y
2131016	Consultant, technical, computer	2131016	2131	Y
2131017	Consultant, technology, information	2131017	2131	Y
2131018	Consultant, telecommunications	2131018	2131	Y
2131019	Consultant, telecoms	2131019	2131	Y
2131020	Designer, applications (computing)	2131020	2131	Y
2131021	Planner, IT	2131021	2131	Y
2131022	Planner, network	2131022	2131	Y
2131023	Planner, technology, information	2131023	2131	Y
2131024	Planner, telecommunications	2131024	2131	Y
2131025	Scientist, computer	2131025	2131	Y
2132001	Analyst (programming)	2132001	2132	Y
2132002	Analyst, computer	2132002	2132	Y
2132003	Analyst, data (computing)	2132003	2132	Y
2132004	Analyst, database	2132004	2132	Y
2132005	Analyst, implementation	2132005	2132	Y
2132006	Analyst, information (computing)	2132006	2132	Y
2132007	Analyst, network	2132007	2132	Y
2132008	Analyst, operations (computing)	2132008	2132	Y
2132009	Analyst, software	2132009	2132	Y
2132010	Analyst, support (computing)	2132010	2132	Y
2132011	Analyst, system	2132011	2132	Y
2132012	Analyst, systems	2132012	2132	Y
2132013	Analyst-programmer	2132013	2132	Y
2132014	Architect, systems (computing)	2132014	2132	Y
2132015	Author, software	2132015	2132	Y
2132016	Author, software, application	2132016	2132	Y
2132017	Author, technical, software	2132017	2132	Y
2132018	Designer, computer	2132018	2132	Y
2132019	Designer, database	2132019	2132	Y
2132020	Designer, network	2132020	2132	Y
2132021	Designer, software	2132021	2132	Y
2132022	Designer, systems (qualified)	2132022	2132	Y
2132023	Designer, systems	2132023	2132	Y
2132024	Developer (computing)	2132024	2132	Y
2132025	Developer, computer	2132025	2132	Y
2132026	Developer, internet	2132026	2132	Y
2132027	Developer, site, web	2132027	2132	Y
2132028	Developer, software	2132028	2132	Y
2132029	Developer, systems (qualified)	2132029	2132	Y
2132030	Developer, systems	2132030	2132	Y
2132031	Developer, web	2132031	2132	Y
2132032	Developer, web, technical	2132032	2132	Y
2132033	Engineer (professional, software)	2132033	2132	Y
2132034	Engineer, computer (design)	2132034	2132	Y
2132035	Engineer, design, software	2132035	2132	Y
2132036	Engineer, development, software	2132036	2132	Y
2132037	Engineer, integration, network	2132037	2132	Y
2132038	Engineer, network	2132038	2132	Y
2132039	Engineer, software	2132039	2132	Y
2132040	Engineer, software, interactive	2132040	2132	Y
2132041	Engineer, software, senior	2132041	2132	Y
2132042	Engineer, support, software	2132042	2132	Y
2132043	Engineer, systems	2132043	2132	Y
2132044	Executive, communications, web	2132044	2132	Y
2132045	Leader, project (software design)	2132045	2132	Y
2132046	Leader, project, software	2132046	2132	Y
2132047	Leader, team (programming)	2132047	2132	Y
2132048	Leader, team, analyst (computing, programming)	2132048	2132	Y
2132049	Leader, team, programming	2132049	2132	Y
2132050	Leader, team, software (computing)	2132050	2132	Y
2132051	Officer, development, software	2132051	2132	Y
2132052	Officer, development, systems	2132052	2132	Y
2132053	Officer, development, web	2132053	2132	Y
2132054	Officer, projects, computer	2132054	2132	Y
2132055	Producer, web	2132055	2132	Y
2132056	Programmer	2132056	2132	Y
2132057	Programmer, applications	2132057	2132	Y
2132058	Programmer, computer	2132058	2132	Y
2132059	Programmer, games	2132059	2132	Y
2132060	Programmer, systems	2132060	2132	Y
2132061	Programmer-analyst	2132061	2132	Y
2132062	Specialist, software (professional)	2132062	2132	Y
2132063	Specialist, software	2132063	2132	Y
2132064	Specialist, systems	2132064	2132	Y
2132065	Tester, software, computer	2132065	2132	Y
2132066	Writer, software	2132066	2132	Y
2211001	Acupuncturist (medically qualified)	2211001	2211	Y
2211002	Adviser, medical	2211002	2211	Y
2211003	Anaesthetist	2211003	2211	Y
2211004	Anaesthetist, consultant	2211004	2211	Y
2211005	Assistant, clinical (qualified)	2211005	2211	Y
2211006	Cardiologist	2211006	2211	Y
2211007	Consultant (medical)	2211007	2211	Y
2211008	Consultant (hospital service)	2211008	2211	Y
2211009	Consultant, hospital	2211009	2211	Y
2211010	Consultant, medical	2211010	2211	Y
2211011	Dermatologist	2211011	2211	Y
2211012	Doctor	2211012	2211	Y
2211013	Doctor, health, public	2211013	2211	Y
2211014	Examiner, medical (Benefits Agency)	2211014	2211	Y
2211015	FRCOG	2211015	2211	Y
2211016	FRCP	2211016	2211	Y
2211017	FRCS	2211017	2211	Y
2211018	Fellow (surgery)	2211018	2211	Y
2211019	Fellow (medicine)	2211019	2211	Y
2211020	Fellow (research, medicine)	2211020	2211	Y
2211021	Fellow (research, surgery)	2211021	2211	Y
2211022	Fellow (university: medicine)	2211022	2211	Y
2211023	Fellow (university: surgery)	2211023	2211	Y
2211024	GP	2211024	2211	Y
2211025	Geriatrician	2211025	2211	Y
2211026	Gynaecologist	2211026	2211	Y
