coding	meaning	node_id	parent_id	selectable
-1	investigations +/- biopsy	1571	0	N
-1	neurosurgery	1521	1076	N
-1	haematology/dermatology	1078	0	N
-1	cardiovascular	1071	0	N
-1	musculoskeletal/trauma	1077	0	N
-1	renal/urology	1074	0	N
-1	thoracotomy/chest/lung surgery	1493	1072	N
-1	amputation	1488	1071	N
-1	gastrointestinal/abdominal	1073	0	N
-1	other urological surgery (male)	1231	1074	N
-1	gynaecology/breast	1079	0	N
-1	lower gi surgery	1510	1073	N
-1	neurology/eye	1076	0	N
-1	respiratory/ent	1072	0	N
-1	upper gi surgery	1498	1073	N
-1	endocrine	1075	0	N
1069	heart surgery	1086	1071	Y
1070	coronary angioplasty (ptca) +/- stent	1087	1071	Y
1071	other arterial surgery/revascularisation procedures	1088	1071	Y
1095	coronary artery bypass grafts (cabg)	1113	1086	Y
1096	pacemaker/defibrillator insertion	1114	1086	Y
1097	heart valve surgery	1115	1086	Y
1098	heart transplant	1116	1086	Y
1099	aortic valve repair/replacement	1117	1115	Y
1100	mitral valve repair/replacement	1118	1115	Y
1101	other valve repair/replacement	1119	1115	Y
1102	fem-pop bypass/leg artery bypass	1120	1088	Y
1103	leg artery aneurysm repair	1121	1088	Y
1104	aortic aneurysm/repair or stent	1122	1088	Y
1105	carotid artery surgery/endarterectomy	1123	1088	Y
1106	cerebral artery aneurysm surgery or clipping	1124	1088	Y
1107	non-coronary artery angioplasty +/- stent	1125	1088	Y
1108	leg artery angioplasty +/- stent	1127	1125	Y
1109	carotid artery angioplasty +/- stent	1128	1125	Y
1110	renal artery angioplasty +/- stent	1129	1125	Y
1118	ent surgery	1137	1072	Y
1127	ear surgery	1146	1137	Y
1128	nasal/sinus/nose surgery	1147	1137	Y
1129	throat/larynx surgery (incl tracheostomy)	1148	1137	Y
1130	mouth/salivary gland surgery	1149	1137	Y
1195	renal/kidney transplant	1216	1074	Y
1197	percutaneous/open kidney stone surgery/lithotripsy	1218	1074	Y
1199	ureteric surgery	1220	1074	Y
1207	prostate operation	1232	1231	Y
