coding	meaning	node_id	parent_id	selectable
001	001 Craniotomy, not elsewhere classified	16	1	Y
0011	001.1 Craniotomy, not elsewhere classified : burr-hole	17	1	Y
0012	001.2 Craniotomy, not elsewhere classified : trephine	18	1	Y
0014	001.4 Craniotomy, not elsewhere classified : puncture of brain	19	1	Y
004	004 Excision of lesion of skull	20	1	Y
005	005 Cranioplasty	21	1	Y
0051	005.1 Cranioplasty : natural material	22	1	Y
0052	005.2 Cranioplasty : inert material	23	1	Y
0053	005.3 Cranioplasty : opening of sutures	24	1	Y
0054	005.4 Cranioplasty : restoration of orbital region	25	1	Y
007	007 Repair of cerebral meninges	26	1	Y
0071	007.1 Repair of cerebral meninges : lamina cribrosa fistula	27	1	Y
0072	007.2 Repair of cerebral meninges : meningo encephalocele	28	1	Y
008	008 Ventricular puncture and anastomosis	29	1	Y
0081	008.1 Ventricular puncture and anastomosis : drainage	30	1	Y
0083	008.3 Ventricular puncture and anastomosis : ventriculo-cisternostomy	31	1	Y
0084	008.4 Ventricular puncture and anastomosis : ventriculo-vascular anastomosis	32	1	Y
0085	008.5 Ventricular puncture and anastomosis : subcutaneous reservoir	33	1	Y
009	009 Other operations on skull and meninges	34	1	Y
0091	009.1 Other operations on skull and meninges : biopsy	35	1	Y
0092	009.2 Other operations on skull and meninges : fractured skull	36	1	Y
0095	009.5 Other operations on skull and meninges : meningeal lesion	37	1	Y
0096	009.6 Other operations on skull and meninges : removal of foreign body	38	1	Y
013	013 Operations on thalamus and globus pallidus	39	1	Y
014	014 Other division or destruction of brain tissue	40	1	Y
015	015 Ventriculography	41	1	Y
016	016 Revision or irrigation of ventricular shunt	42	1	Y
017	017 Cranial puncture, not elsewhere classified	43	1	Y
0171	017.1 Cranial puncture, not elsewhere classified : needle biopsy of brain	44	1	Y
0172	017.2 Cranial puncture, not elsewhere classified : aspiration (brain substance, abscess)	45	1	Y
018	018 Cisternal puncture	46	1	Y
020	020 Laminotomy and laminectomy	47	1	Y
0201	020.1 Laminotomy and laminectomy : laminotomy	48	1	Y
0202	020.2 Laminotomy and laminectomy : excision of bone (tumour)	49	1	Y
0203	020.3 Laminotomy and laminectomy : elevation of depressed bone	50	1	Y
0204	020.4 Laminotomy and laminectomy : drainage (abscess, haematoma)	51	1	Y
0205	020.5 Laminotomy and laminectomy : opening of dura, decompression	52	1	Y
0206	020.6 Laminotomy and laminectomy : biopsy of bone	53	1	Y
021	021 Open reduction of fracture of spine	54	1	Y
0211	021.1 Open reduction of fracture of spine : with fixation	55	1	Y
022	022 Spinal fusion and bone operation	56	1	Y
0221	022.1 Spinal fusion and bone operation : bone graft	57	1	Y
0222	022.2 Spinal fusion and bone operation : arthroplasty of spine	58	1	Y
023	023 Operation on intervertebral disc, not elsewhere classified	59	1	Y
0231	023.1 Operation on intervertebral disc, not elsewhere classified : excision	60	1	Y
0232	023.2 Operation on intervertebral disc, not elsewhere classified : with radiculotomy	61	1	Y
0233	023.3 Operation on intervertebral disc, not elsewhere classified : with bone graft	62	1	Y
0234	023.4 Operation on intervertebral disc, not elsewhere classified : exploration	63	1	Y
024	024 Section of intraspinal nerve roots	64	1	Y
0241	024.1 Section of intraspinal nerve roots : cauda equina	65	1	Y
025	025 Division of cord or spinal tracts	66	1	Y
026	026 Extirpation of intraspinal lesion	67	1	Y
0261	026.1 Extirpation of intraspinal lesion : extramedullary	68	1	Y
0262	026.2 Extirpation of intraspinal lesion : intradedullary	69	1	Y
0263	026.3 Extirpation of intraspinal lesion : extrusion technique	70	1	Y
027	027 Repair of spinal cord and meninges	71	1	Y
0275	027.5 Repair of spinal cord and meninges : freeing of adhesions	72	1	Y
028	028 Spinal puncture	73	1	Y
0281	028.1 Spinal puncture : spinal myelography	74	1	Y
0282	028.2 Spinal puncture : injection of destructive agent	75	1	Y
0283	028.3 Spinal puncture : drainage	76	1	Y
0284	028.4 Spinal puncture : manometry	77	1	Y
0285	028.5 Spinal puncture : diagnostic, not elsewhere classified	78	1	Y
0286	028.6 Spinal puncture : cauda equine block	79	1	Y
029	029 Other operation on spine and contents	80	1	Y
0291	029.1 Other operation on spine and contents : biopsy of cord or meninges	81	1	Y
0292	029.2 Other operation on spine and contents : removal of foreign body	82	1	Y
0293	029.3 Other operation on spine and contents : operation for spinal deformity	83	1	Y
0295	029.5 Other operation on spine and contents : aspiration (cyst, abscess)	84	1	Y
0296	029.6 Other operation on spine and contents : neuropacemaker, insertion	85	1	Y
032	032 Decompression of cranial nerve	86	1	Y
034	034 Injection of cranial nerve or ganglion	87	1	Y
0342	034.2 Injection of cranial nerve or ganglion : destructive	88	1	Y
035	035 Other operations on cranial nerves and ganglia	89	1	Y
0351	035.1 Other operations on cranial nerves and ganglia : avulsion	90	1	Y
0352	035.2 Other operations on cranial nerves and ganglia : transection	91	1	Y
0353	035.3 Other operations on cranial nerves and ganglia : ganglionectomy	92	1	Y
0355	035.5 Other operations on cranial nerves and ganglia : repair or anastomosis	93	1	Y
036	036 Sympathectomy	94	1	Y
0361	036.1 Sympathectomy : cervical	95	1	Y
0362	036.2 Sympathectomy : stellate	96	1	Y
0363	036.3 Sympathectomy : lumbar	97	1	Y
0364	036.4 Sympathectomy : splanchnic, presacral	98	1	Y
037	037 Injection into sympathetic nerve or ganglion	99	1	Y
0372	037.2 Injection into sympathetic nerve or ganglion : destructive	100	1	Y
0373	037.3 Injection into sympathetic nerve or ganglion : para cervical	101	1	Y
039	039 Other operation on autonomic nervous system	102	1	Y
0391	039.1 Other operation on autonomic nervous system : biopsy	103	1	Y
0392	039.2 Other operation on autonomic nervous system : extirpation	104	1	Y
0393	039.3 Other operation on autonomic nervous system : periaterial sympathetic	105	1	Y
040	040 Neurectomy and neurotomy	106	1	Y
0401	040.1 Neurectomy and neurotomy : biopsy	107	1	Y
0402	040.2 Neurectomy and neurotomy : excision	108	1	Y
0403	040.3 Neurectomy and neurotomy : section	109	1	Y
041	041 Decompression of nerve	110	1	Y
0411	041.1 Decompression of nerve : carpel tunnel	111	1	Y
0412	041.2 Decompression of nerve : tarsal tunnel	112	1	Y
043	043 Freeing of adhesions	113	1	Y
0431	043.1 Freeing of adhesions : exploration, not elsewhere classified	114	1	Y
045	045 Extirpation of lesion of peripheral nerve	115	1	Y
046	046 Neuroplasty and neurorrhaphy	116	1	Y
0461	046.1 Neuroplasty and neurorrhaphy : anastomosis	117	1	Y
0462	046.2 Neuroplasty and neurorrhaphy : suture	118	1	Y
0463	046.3 Neuroplasty and neurorrhaphy : transposition	119	1	Y
048	048 Injection of peripheral nerve	120	1	Y
0481	048.1 Injection of peripheral nerve : destructive	121	1	Y
049	049 Other operations on peripheral nerves	122	1	Y
0492	049.2 Other operations on peripheral nerves : removal of foreign body	123	1	Y
052	052 Operations on vessels of brain	124	1	Y
0521	052.1 Operations on vessels of brain : clip or ligation	125	1	Y
0522	052.2 Operations on vessels of brain : other operations on aneurysm nec	126	1	Y
0523	052.3 Operations on vessels of brain : excision	127	1	Y
053	053 Evacuation of haematoma or cyst	128	1	Y
0531	053.1 Evacuation of haematoma or cyst : subdural	129	1	Y
0532	053.2 Evacuation of haematoma or cyst : temporal lobe	130	1	Y
0533	053.3 Evacuation of haematoma or cyst : extradural	131	1	Y
054	054 Infective lesion of brain	132	1	Y
0541	054.1 Infective lesion of brain : drainage of abscess	133	1	Y
055	055 Excision of intracranial lesion	134	1	Y
0552	055.2 Excision of intracranial lesion : trans-sphenoidal	135	1	Y
0553	055.3 Excision of intracranial lesion : infra-tentorial approach	136	1	Y
0554	055.4 Excision of intracranial lesion : frontal approach	137	1	Y
0555	055.5 Excision of intracranial lesion : cortical excision	138	1	Y
0556	055.6 Excision of intracranial lesion : hernia	139	1	Y
057	057 Biopsy of brain	140	1	Y
059	059 Intracranial operations, not elsewhere classified	141	1	Y
0591	059.1 Intracranial operations, not elsewhere classified : exploration	142	1	Y
061	061 Hypophysectomy	143	2	Y
0611	061.1 Hypophysectomy : paranasal trans-sphenoidal	144	2	Y
0612	061.2 Hypophysectomy : intracranial trans-frontal	145	2	Y
062	062 Destruction of pituitary gland or lesion	146	2	Y
063	063 Other operations related to pituitary or pineal gland	147	2	Y
0631	063.1 Other operations related to pituitary or pineal gland : pituitary stalk	148	2	Y
0633	063.3 Other operations related to pituitary or pineal gland : pineal	149	2	Y
065	065 Partial adrenalectomy	150	2	Y
066	066 Excision of adrenal gland, not otherwise classified	151	2	Y
067	067 Bilateral adrenalectomy	152	2	Y
068	068 Bilateral adrenalectomy and oophorectomy	153	2	Y
069	069 Other operations on adrenal gland	154	2	Y
0691	069.1 Other operations on adrenal gland : biopsy	155	2	Y
070	070 Incision of thyroid field	156	2	Y
071	071 Partial thyroidectomy	157	2	Y
0711	071.1 Partial thyroidectomy : biopsy	158	2	Y
0712	071.2 Partial thyroidectomy : nodule	159	2	Y
0713	071.3 Partial thyroidectomy : isthmectomy	160	2	Y
0714	071.4 Partial thyroidectomy : isthmectomy	161	2	Y
0715	071.5 Partial thyroidectomy : lobectomy	162	2	Y
0716	071.6 Partial thyroidectomy : hemithyroidectomy	163	2	Y
072	072 Thyroidectomy, not elsewhere classified	164	2	Y
0721	072.1 Thyroidectomy, not elsewhere classified : total thyroidectomy	165	2	Y
0722	072.2 Thyroidectomy, not elsewhere classified : with wide block dissection	166	2	Y
074	074 Thyroidectomy of aberrant thyroid	167	2	Y
0741	074.1 Thyroidectomy of aberrant thyroid : substernal thyroid	168	2	Y
075	075 Other operations on thyroid gland	169	2	Y
0751	075.1 Other operations on thyroid gland : biopsy, retrosternal	170	2	Y
076	076 Operations on parathyroid glands	171	2	Y
0761	076.1 Operations on parathyroid glands : biopsy	172	2	Y
0763	076.3 Operations on parathyroid glands : partial parathyroidectomy	173	2	Y
0764	076.4 Operations on parathyroid glands : global parathyroidectomy	174	2	Y
0765	076.5 Operations on parathyroid glands : transplant	175	2	Y
077	077 Thymectomy	176	2	Y
078	078 Other operations on thymus	177	2	Y
079	079 Other glandular operations, not elsewhere classified	178	2	Y
0792	079.2 Other glandular operations, not elsewhere classified : carotid body	179	2	Y
0793	079.3 Other glandular operations, not elsewhere classified : other vascular bodies	180	2	Y
0794	079.4 Other glandular operations, not elsewhere classified : aortic bodies	181	2	Y
080	080 Excision of cervical lymph nodes	182	2	Y
0801	080.1 Excision of cervical lymph nodes : biopsy (scalene node)	183	2	Y
0802	080.2 Excision of cervical lymph nodes : block dissection	184	2	Y
0803	080.3 Excision of cervical lymph nodes : radical cervical	185	2	Y
0806	080.6 Excision of cervical lymph nodes : simple excision	186	2	Y
081	081 Removal of cervical rib	187	2	Y
082	082 Operations on arteries in neck, not elsewhere classified	188	2	Y
0822	082.2 Operations on arteries in neck, not elsewhere classified : embolectomy	189	2	Y
0823	082.3 Operations on arteries in neck, not elsewhere classified : resection with graft	190	2	Y
0824	082.4 Operations on arteries in neck, not elsewhere classified : bypass graft	191	2	Y
0825	082.5 Operations on arteries in neck, not elsewhere classified : implantation of graft	192	2	Y
0826	082.6 Operations on arteries in neck, not elsewhere classified : resection with reanastomosis	193	2	Y
0827	082.7 Operations on arteries in neck, not elsewhere classified : suture of vessel	194	2	Y
083	083 Perfusion of head and neck	195	2	Y
084	084 Cerebral arteriography	196	2	Y
085	085 Excision of cyst or fistula	197	2	Y
0851	085.1 Excision of cyst or fistula : incision thyroglossal tract or duct	198	2	Y
0852	085.2 Excision of cyst or fistula : excision thyroglossal tract or duct	199	2	Y
0853	085.3 Excision of cyst or fistula : incision branchial cleft, sinus or fistula	200	2	Y
0854	085.4 Excision of cyst or fistula : excision branchial cleft, sinus or fistula	201	2	Y
089	089 Other operations in neck region, not elsewhere classified	202	2	Y
0891	089.1 Other operations in neck region, not elsewhere classified : drainage of abscess	203	2	Y
0892	089.2 Other operations in neck region, not elsewhere classified : ligation of vein venous anastomsis	204	2	Y
0893	089.3 Other operations in neck region, not elsewhere classified : catheterization of vessel, not elsewhere	205	2	Y
1	1 Operations on thoracic duct	206	1	Y
100	100 Orbitotomy	208	3	Y
1001	100.1 Orbitotomy : biopsy of orbit	209	3	Y
1002	100.2 Orbitotomy : abscess, haematoma	210	3	Y
1003	100.3 Orbitotomy : removal of foreign body	211	3	Y
101	101 Exenteration of orbit, not elsewhere classified	212	3	Y
102	102 Repair of socket	213	3	Y
103	103 Removal of eyeball	214	3	Y
104	104 Evisceration of contents of eyeball	215	3	Y
107	107 Extirpation of lesion of eye or orbit, not elsewhere classified	216	3	Y
108	108 Orbital implant	217	3	Y
1081	108.1 Orbital implant : insertion or removal of implant	218	3	Y
1082	108.2 Orbital implant : re-insertion	219	3	Y
109	109 Other operation on orbit	220	3	Y
1091	109.1 Other operation on orbit : injection	221	3	Y
1094	109.4 Other operation on orbit : open reduction of orbital fracture	222	3	Y
110	110 Tenotomy or myotomy, eye muscle	223	3	Y
1101	110.1 Tenotomy or myotomy, eye muscle : oblique muscles	224	3	Y
1102	110.2 Tenotomy or myotomy, eye muscle : superior or inferior recti	225	3	Y
112	112 Resection or shortening, eye muscle	226	3	Y
1121	112.1 Resection or shortening, eye muscle : medial	227	3	Y
1122	112.2 Resection or shortening, eye muscle : lateral rectus	228	3	Y
1123	112.3 Resection or shortening, eye muscle : shortening of superior oblique	229	3	Y
113	113 Advancement and recession of eye muscle, not elsewhere classified	230	3	Y
1131	113.1 Advancement and recession of eye muscle, not elsewhere classified : advancement	231	3	Y
1132	113.2 Advancement and recession of eye muscle, not elsewhere classified : recession	232	3	Y
1133	113.3 Advancement and recession of eye muscle, not elsewhere classified : combined resection and recession	233	3	Y
1134	113.4 Advancement and recession of eye muscle, not elsewhere classified : combined resection and advanceme	234	3	Y
114	114 Other operation on eye muscle	235	3	Y
1141	114.1 Other operation on eye muscle : transplantation, not elsewhere classified	236	3	Y
1142	114.2 Other operation on eye muscle : muscle slide, lengthening	237	3	Y
1143	114.3 Other operation on eye muscle : freeing of adhesions	238	3	Y
1144	114.4 Other operation on eye muscle : excision of lesion	239	3	Y
1145	114.5 Other operation on eye muscle : suture or repair	240	3	Y
115	115 Operation on oculomotor nerve	241	3	Y
117	117 Correction of ptosis	242	3	Y
1171	117.1 Correction of ptosis : levator muscle operation	243	3	Y
1172	117.2 Correction of ptosis : use of frontal is muscle	244	3	Y
1173	117.3 Correction of ptosis : sling operations	245	3	Y
1174	117.4 Correction of ptosis : use of superior rectus	246	3	Y
118	118 Canthotomy	247	3	Y
119	119 Canthoplasty	248	3	Y
1192	119.2 Canthoplasty : repair epicanthus	249	3	Y
120	120 Blepharotomy	250	3	Y
1201	120.1 Blepharotomy : biopsy	251	3	Y
1202	120.2 Blepharotomy : drainage of abscess (hordoleum, style)	252	3	Y
121	121 Blepharoplasty and tarsoplasty	253	3	Y
1211	121.1 Blepharoplasty and tarsoplasty : correction of ectropion	254	3	Y
1212	121.2 Blepharoplasty and tarsoplasty : skin, amniotic, cartilage graft	255	3	Y
1213	121.3 Blepharoplasty and tarsoplasty : plastic operation, not elsewhere classified	256	3	Y
1214	121.4 Blepharoplasty and tarsoplasty : reconstruction	257	3	Y
1215	121.5 Blepharoplasty and tarsoplasty : correction of entropian	258	3	Y
1216	121.6 Blepharoplasty and tarsoplasty : grey line slit	259	3	Y
122	122 Excision of lesion of eyelid or tarsal plate, not elsewhere classified	260	3	Y
123	123 Blepharorrhapy	261	3	Y
126	126 Chalazion operations	262	3	Y
128	128 Suture of eyelids, protective	263	3	Y
129	129 Other operations on eyelid	264	3	Y
1293	129.3 Other operations on eyelid : epilation of eye lash	265	3	Y
131	131 Incision of conjunctiva	266	3	Y
132	132 Pterygium operation	267	3	Y
1321	132.1 Pterygium operation : with conjunctival flap	268	3	Y
1322	132.2 Pterygium operation : transplant	269	3	Y
134	134 Other excision of lesion of conjunctiva	270	3	Y
1341	134.1 Other excision of lesion of conjunctiva : biopsy	271	3	Y
1342	134.2 Other excision of lesion of conjunctiva : grattage, scarification, curettage	272	3	Y
135	135 Suture of conjunctiva	273	3	Y
136	136 Plastic and other repair of conjunctiva	274	3	Y
139	139 Other operation on conjunctiva	275	3	Y
1391	139.1 Other operation on conjunctiva : removal of embedded foreign body	276	3	Y
1392	139.2 Other operation on conjunctiva : peritomy	277	3	Y
1393	139.3 Other operation on conjunctiva : division of adhesions and symblepharon	278	3	Y
140	140 Keratotomy	279	3	Y
142	142 Excision and destruction of lesion of cornea	280	3	Y
143	143 Removal of foreign body in anterior eye	281	3	Y
1431	143.1 Removal of foreign body in anterior eye : magnetic extraction	282	3	Y
144	144 Suture of cornea	283	3	Y
145	145 Keratorplasty	284	3	Y
1451	145.1 Keratorplasty : lamellar graft	285	3	Y
1452	145.2 Keratorplasty : whole thickness graft	286	3	Y
1453	145.3 Keratorplasty : refractive keratopiasty	287	3	Y
1454	145.4 Keratorplasty : keratoprosthetic implant	288	3	Y
149	149 Other operation on cornea	289	3	Y
1491	149.1 Other operation on cornea : biopsy	290	3	Y
1492	149.2 Other operation on cornea : tattooing	291	3	Y
150	150 Iridotomy	292	3	Y
1501	150.1 Iridotomy : iridodialysis	293	3	Y
1502	150.2 Iridotomy : iridosclerotomy	294	3	Y
1503	150.3 Iridotomy : removal of foreign body	295	3	Y
1504	150.4 Iridotomy : transfixation	296	3	Y
151	151 Iridectomy	297	3	Y
1512	151.2 Iridectomy : for glaucoma	298	3	Y
1513	151.3 Iridectomy : optical	299	3	Y
1514	151.4 Iridectomy : partial iridocyclectomy	300	3	Y
1517	151.7 Iridectomy : bilateral	301	3	Y
153	153 Iridoplasty and filtering operations	302	3	Y
155	155 Other operations on iris	303	3	Y
1551	155.1 Other operations on iris : excision of lesion	304	3	Y
1552	155.2 Other operations on iris : stretching,  iridotasis	305	3	Y
156	156 Cyclodialysis	306	3	Y
157	157 Destruction of ciliary body	307	3	Y
1573	157.3 Destruction of ciliary body : goniotomy	308	3	Y
1574	157.4 Destruction of ciliary body : trabeculectomy	309	3	Y
158	158 Other operations on anterior chamber	310	3	Y
1581	158.1 Other operations on anterior chamber : paracentesis	311	3	Y
1582	158.2 Other operations on anterior chamber : injection	312	3	Y
159	159 Other operation on iris and ciliary body	313	3	Y
1591	159.1 Other operation on iris and ciliary body : biopsy	314	3	Y
1592	159.2 Other operation on iris and ciliary body : excision of prolapsed iris	315	3	Y
161	161 Sclerectomy, not elsewhere classified	316	3	Y
162	162 Corneo-scleral trephine and sclerotomy	317	3	Y
163	163 Buckling procedure for retinal reattachment, not elsewhere classified	318	3	Y
1631	163.1 Buckling procedure for retinal reattachment, not elsewhere classified : overlay, suture, scleroplast	319	3	Y
1632	163.2 Buckling procedure for retinal reattachment, not elsewhere classified : scleral imbrication, bucklin	320	3	Y
1635	163.5 Buckling procedure for retinal reattachment, not elsewhere classified : resection of sclera, cerclag	321	3	Y
1637	163.7 Buckling procedure for retinal reattachment, not elsewhere classified : with graft or implant	322	3	Y
164	164 Other operations on sclera	323	3	Y
1641	164.1 Other operations on sclera : drainage of subretinal fluid release of vitreous traction	324	3	Y
1642	164.2 Other operations on sclera : suture of wound or injury	325	3	Y
1643	164.3 Other operations on sclera : repair of staphyloma	326	3	Y
1644	164.4 Other operations on sclera : scleroplasty	327	3	Y
165	165 Elevation of choroid	328	3	Y
166	166 Coagulation of retina or lesion	329	3	Y
1661	166.1 Coagulation of retina or lesion : photo-coagulation (light)	330	3	Y
1662	166.2 Coagulation of retina or lesion : chemical diathermy, electrocoagulation	331	3	Y
1663	166.3 Coagulation of retina or lesion : cryotherapy probe	332	3	Y
167	167 Extraction of foreign body from eye, not classified elsewhere	333	3	Y
1671	167.1 Extraction of foreign body from eye, not classified elsewhere : magnetic extraction	334	3	Y
168	168 Operations on vitreous segment	335	3	Y
1681	168.1 Operations on vitreous segment : aspiration	336	3	Y
1682	168.2 Operations on vitreous segment : replacement	337	3	Y
169	169 Other operations on retina, or choroid	338	3	Y
1691	169.1 Other operations on retina, or choroid : biopsy of retina or choroid.	339	3	Y
170	170 Discission of cataract and capsulotomy	340	3	Y
1701	170.1 Discission of cataract and capsulotomy : anterior lens capsule	341	3	Y
1702	170.2 Discission of cataract and capsulotomy : posterior lens capsule	342	3	Y
